profondeur,type_roche,ph,conductivite,distance_faille,humidite,teneur_or
153.94,Granit,8.98,262.99,650.11,22.72,1.0
145.9,Calcaire,7.2,19.51,136.73,23.67,6.23
255.11,Calcaire,4.65,148.41,677.6,10.06,0.0
88.7,Granit,4.87,36.06,59.03,13.32,4.66
176.94,Schiste,6.67,451.08,334.93,13.6,12.43
168.75,Schiste,6.33,365.36,846.71,23.06,1.47
297.7,Calcaire,7.23,498.1,774.29,34.18,11.17
42.67,Schiste,6.47,158.06,644.76,33.62,0.43
416.54,Granit,8.7,440.46,870.46,11.82,2.72
285.57,Calcaire,6.91,305.5,709.27,14.15,2.79
338.71,Granit,7.62,232.03,519.38,6.08,1.82
354.52,Schiste,8.53,119.06,979.72,16.96,0.0
152.83,Granit,5.16,371.81,694.86,30.04,5.94
240.48,Schiste,5.53,453.03,601.37,32.47,11.38
478.56,Schiste,4.98,125.3,408.87,12.09,4.38
385.69,Granit,5.13,95.94,902.41,12.97,0.0
485.08,Schiste,6.81,351.15,295.71,11.63,13.05
375.66,Basalte,5.95,488.72,9.22,15.5,23.02
96.04,Granit,6.4,377.48,196.74,29.14,14.96
41.62,Basalte,8.92,149.44,109.52,24.41,8.7
293.05,Granit,5.21,215.78,318.99,28.58,9.38
185.33,Schiste,6.93,198.32,825.88,22.49,0.0
144.97,Schiste,4.94,427.53,651.53,12.73,4.68
405.53,Calcaire,5.93,387.97,168.98,11.84,16.72
189.83,Calcaire,6.87,298.6,788.82,5.27,0.0
165.33,Basalte,8.76,144.73,504.22,28.43,3.29
426.49,Schiste,6.26,469.61,512.71,30.41,15.8
424.68,Calcaire,4.79,330.12,362.11,28.05,14.78
184.62,Schiste,6.25,485.53,864.62,7.23,1.3
417.92,Granit,5.16,294.26,318.33,27.87,12.62
426.88,Calcaire,5.53,412.38,94.14,6.37,18.0
217.73,Basalte,7.28,408.42,302.73,8.17,11.11
42.57,Calcaire,4.8,175.29,715.35,18.21,0.0
10.78,Schiste,6.59,482.37,657.58,19.28,6.77
266.41,Gabbro,7.24,20.75,188.02,29.48,8.3
178.6,Gabbro,6.4,386.67,111.78,25.39,18.49
498.59,Schiste,4.59,483.12,660.87,9.6,9.67
388.48,Granit,8.93,176.07,676.38,11.78,0.0
383.02,Calcaire,6.15,327.57,366.15,13.57,11.68
478.07,Gabbro,8.0,285.49,842.8,8.71,0.61
444.98,Granit,5.97,383.14,978.21,13.63,0.0
165.91,Schiste,6.64,434.43,205.65,26.86,16.82
91.33,Granit,6.25,305.49,577.07,12.24,1.96
375.49,Schiste,6.04,409.79,5.35,30.06,23.42
195.35,Calcaire,4.6,163.02,713.05,19.09,0.0
241.85,Granit,6.12,122.01,414.28,14.69,1.56
318.89,Calcaire,8.5,221.03,193.27,17.37,11.59
454.86,Granit,7.61,342.09,752.22,26.28,5.46
215.35,Schiste,5.15,101.75,810.65,20.5,0.0
393.83,Schiste,7.16,343.37,111.17,5.22,13.82
141.49,Granit,8.52,203.11,41.0,32.67,13.28
352.01,Schiste,7.65,399.83,334.08,6.98,10.97
10.77,Basalte,5.17,28.05,625.99,33.16,0.0
437.04,Basalte,8.41,337.31,793.42,5.84,1.3
24.89,Calcaire,5.86,328.41,546.06,28.13,6.73
359.25,Basalte,6.54,471.06,580.75,21.04,11.97
32.67,Basalte,6.87,359.55,799.86,20.17,0.6
140.46,Gabbro,8.33,400.19,528.84,7.18,6.78
253.63,Gabbro,8.69,453.25,611.15,12.16,9.16
215.77,Gabbro,8.68,340.78,516.22,28.33,10.07
104.0,Gabbro,4.54,152.18,880.46,31.74,0.0
173.57,Schiste,8.65,436.19,235.52,20.87,15.26
366.58,Calcaire,4.74,376.31,263.99,15.6,15.09
337.94,Calcaire,5.7,217.97,127.96,6.8,10.47
45.19,Basalte,6.82,358.16,819.47,25.47,1.1
376.18,Calcaire,6.66,435.17,411.78,13.35,13.41
35.99,Basalte,7.22,488.07,347.89,6.65,10.82
276.03,Calcaire,6.66,476.65,981.35,24.98,4.17
137.43,Granit,8.7,169.41,926.8,19.57,0.0
297.97,Granit,5.58,216.63,971.99,5.36,0.0
138.05,Calcaire,5.73,63.67,142.3,8.33,4.78
492.63,Schiste,8.64,131.3,891.25,25.98,0.0
161.77,Basalte,4.85,442.39,328.71,6.91,11.73
128.56,Calcaire,7.24,186.82,12.66,30.98,14.5
146.45,Basalte,7.57,314.07,391.3,14.34,7.33
449.27,Gabbro,6.77,336.32,509.2,7.66,8.74
321.75,Calcaire,7.62,393.1,108.22,27.79,20.41
368.04,Schiste,5.28,99.57,537.68,20.73,1.54
459.83,Gabbro,8.34,159.36,819.46,14.2,0.0
456.82,Calcaire,5.13,229.68,377.65,17.18,9.56
372.08,Granit,6.3,188.77,352.64,5.64,3.82
106.93,Calcaire,4.84,491.62,338.81,24.88,16.43
423.25,Granit,6.95,419.12,923.09,15.97,2.05
109.85,Granit,7.51,245.05,48.76,26.42,13.61
374.02,Calcaire,8.74,440.84,445.08,23.85,14.83
345.95,Calcaire,7.83,180.35,264.6,24.54,10.87
381.86,Granit,6.93,395.06,893.81,28.79,4.44
271.02,Basalte,8.7,119.6,96.05,23.93,10.8
322.98,Gabbro,6.65,388.44,411.44,17.56,13.16
477.13,Schiste,7.03,233.66,406.82,16.7,8.39
59.53,Calcaire,7.18,62.67,888.39,8.59,0.0
161.34,Gabbro,6.34,143.9,215.49,28.38,9.78
309.56,Gabbro,8.27,207.11,644.9,27.83,4.18
482.39,Basalte,5.33,377.15,134.41,12.39,18.17
56.83,Gabbro,7.0,45.76,953.98,30.88,0.0
21.05,Calcaire,7.75,333.18,593.01,22.67,4.91
37.32,Gabbro,8.57,360.85,626.26,19.36,5.17
35.68,Calcaire,8.48,330.42,433.77,5.52,4.7
454.83,Calcaire,6.79,382.73,342.28,16.48,14.35
363.42,Granit,7.39,97.3,212.68,24.22,7.44
341.78,Basalte,6.27,297.68,603.99,7.69,3.13
266.06,Schiste,6.61,471.16,954.56,18.79,2.82
393.16,Granit,8.58,309.28,359.79,34.8,13.42
86.27,Schiste,8.69,309.55,883.16,26.5,0.0
202.05,Calcaire,8.53,370.86,148.78,21.41,16.43
250.1,Granit,5.12,173.27,936.13,20.99,0.0
64.1,Gabbro,8.33,353.23,350.49,6.31,8.11
215.56,Gabbro,8.77,458.95,379.73,33.72,17.19
165.09,Schiste,6.13,15.34,462.84,32.85,0.86
27.44,Calcaire,6.83,436.36,718.24,25.47,6.6
77.0,Schiste,8.01,117.12,719.65,7.97,0.0
384.38,Basalte,7.03,233.4,479.59,11.24,4.94
18.84,Gabbro,8.97,427.65,523.15,10.52,6.73
467.78,Granit,6.55,413.72,30.01,20.59,21.32
52.35,Granit,7.71,447.04,304.3,11.23,10.96
401.63,Granit,8.07,470.8,346.02,25.87,17.37
450.32,Gabbro,6.72,229.11,558.73,21.36,7.27
471.16,Calcaire,8.36,331.62,558.3,5.53,6.87
435.06,Gabbro,6.96,201.33,709.9,27.32,4.46
150.9,Gabbro,6.35,181.85,717.03,10.66,0.0
173.21,Granit,4.99,221.48,235.21,29.75,10.2
219.01,Gabbro,6.27,374.11,770.19,15.65,3.35
78.26,Granit,7.8,255.71,19.6,15.16,11.67
20.91,Calcaire,8.65,408.89,716.16,5.35,1.16
435.87,Basalte,5.63,375.16,102.06,34.63,22.13
281.52,Granit,6.1,20.03,729.65,23.36,0.0
308.27,Schiste,5.19,318.82,527.12,17.68,6.8
464.22,Basalte,7.61,223.92,437.25,7.9,5.63
335.91,Calcaire,8.82,233.75,690.67,25.97,3.45
348.52,Basalte,7.38,411.0,36.37,13.48,18.93
395.61,Granit,7.28,278.33,223.47,34.65,15.21
67.01,Calcaire,6.99,443.95,616.44,33.52,10.9
186.48,Schiste,4.9,359.27,847.22,27.06,2.0
484.42,Granit,7.78,280.89,381.11,34.13,13.03
462.24,Granit,7.21,379.72,258.76,8.17,12.89
443.2,Calcaire,7.48,28.79,518.74,13.4,0.0
231.52,Calcaire,8.54,23.27,622.32,12.6,0.0
430.02,Basalte,8.03,50.84,420.1,7.16,0.22
33.71,Schiste,8.01,224.41,876.71,34.17,0.0
82.77,Basalte,8.67,125.37,523.44,6.8,0.0
212.84,Basalte,8.95,492.29,35.82,30.7,24.11
246.86,Granit,7.12,275.72,223.05,28.04,12.38
139.12,Calcaire,4.99,334.58,450.65,16.28,7.52
184.67,Granit,6.57,146.62,697.73,5.56,0.0
89.76,Schiste,8.04,167.68,219.75,5.18,3.78
249.68,Basalte,4.62,174.38,976.26,11.12,0.0
398.98,Schiste,4.76,352.38,318.56,19.82,13.95
334.07,Calcaire,4.8,242.12,532.48,18.74,6.18
62.82,Calcaire,7.79,263.66,18.97,22.56,15.15
248.91,Gabbro,6.76,300.08,884.89,28.16,1.56
351.85,Schiste,6.16,386.72,788.83,16.32,3.54
269.65,Granit,4.98,54.28,195.46,9.81,3.3
201.92,Schiste,7.8,390.67,933.24,29.0,1.68
314.74,Basalte,5.94,285.99,315.84,14.98,9.74
484.63,Calcaire,5.69,337.86,692.19,13.61,6.22
56.5,Calcaire,7.44,170.5,818.98,27.93,0.0
201.11,Schiste,7.02,210.6,740.91,33.02,1.43
209.24,Schiste,6.13,123.27,917.58,32.45,0.0
292.71,Schiste,7.39,489.86,864.27,9.12,3.19
84.57,Basalte,5.72,253.53,994.61,20.09,0.0
96.56,Basalte,8.08,498.08,182.61,7.79,14.91
149.83,Granit,5.53,250.0,304.76,33.83,9.98
478.38,Schiste,5.21,117.68,636.23,11.46,0.0
369.71,Granit,8.02,258.65,733.05,10.92,0.0
334.23,Gabbro,7.69,29.4,534.61,31.67,2.76
410.31,Basalte,5.32,453.34,73.93,34.04,25.24
72.51,Calcaire,5.02,411.09,841.6,25.93,3.58
431.07,Gabbro,8.27,365.65,960.87,8.63,0.0
301.47,Calcaire,7.99,308.82,405.52,19.58,10.49
174.31,Gabbro,5.97,294.12,224.81,29.5,15.11
409.77,Granit,7.46,498.4,19.31,22.17,23.21
403.26,Granit,5.06,146.22,237.3,8.98,6.45
424.4,Basalte,6.78,392.05,699.92,10.16,5.69
66.6,Calcaire,4.58,294.89,911.59,30.92,0.23
484.99,Gabbro,6.26,488.18,93.51,20.81,24.24
480.22,Schiste,4.84,415.62,553.26,26.18,13.06
185.16,Schiste,6.64,499.28,695.53,16.19,7.43
42.29,Basalte,6.4,298.28,276.38,20.97,9.76
91.86,Calcaire,6.5,110.23,569.9,34.31,2.0
496.49,Schiste,4.7,256.81,715.25,14.89,2.9
285.88,Basalte,6.13,358.44,837.72,25.24,3.94
184.74,Basalte,7.9,389.44,452.5,10.18,8.27
151.22,Calcaire,6.16,10.25,747.86,8.65,0.0
135.93,Schiste,7.72,257.46,301.78,28.51,10.12
335.43,Schiste,6.16,125.26,213.05,30.32,10.15
215.5,Schiste,6.4,438.71,187.31,25.05,17.39
483.05,Granit,7.04,84.92,358.87,9.75,2.27
345.08,Schiste,8.78,336.56,35.88,12.22,15.8
398.1,Gabbro,4.99,140.37,282.99,32.34,11.59
153.44,Granit,4.65,184.71,652.22,13.66,0.0
48.8,Granit,7.24,470.87,647.92,29.57,7.66
249.03,Granit,8.77,127.82,73.55,13.58,8.31
164.14,Granit,8.95,56.55,287.42,33.18,4.24
109.02,Basalte,6.68,43.95,569.56,32.43,0.0
476.79,Gabbro,6.61,257.26,318.55,6.3,10.24
227.55,Calcaire,7.4,324.44,417.99,28.11,11.53
95.61,Schiste,7.0,170.37,712.81,10.08,0.0
107.34,Granit,7.35,348.23,9.27,11.46,14.69
147.55,Calcaire,8.43,39.91,276.39,18.8,3.05
499.66,Basalte,7.86,430.09,142.37,22.29,21.05
141.33,Calcaire,6.74,410.12,127.61,14.77,16.6
171.11,Granit,6.58,492.89,959.04,22.26,2.9
333.07,Gabbro,7.38,468.89,376.56,10.12,14.91
154.04,Calcaire,6.55,184.54,527.09,5.67,0.0
115.74,Granit,6.56,205.64,733.82,22.14,0.0
87.73,Granit,4.57,375.52,47.45,20.52,16.16
163.21,Schiste,5.28,75.7,241.02,25.69,5.79
61.9,Schiste,6.7,163.87,832.15,24.49,0.0
19.14,Gabbro,8.2,68.09,861.99,31.92,0.0
404.27,Schiste,5.75,232.89,372.95,18.78,8.38
77.57,Gabbro,6.85,280.48,374.86,5.25,5.19
390.23,Basalte,6.05,113.47,756.9,23.92,0.0
400.8,Basalte,4.97,23.05,295.07,25.25,5.93
273.58,Schiste,8.81,362.48,117.09,20.64,16.1
161.74,Basalte,8.35,19.8,257.54,25.68,3.18
81.07,Calcaire,4.85,486.97,387.34,14.71,13.09
371.03,Calcaire,7.74,118.59,52.2,9.46,9.68
304.68,Calcaire,6.06,335.31,478.68,24.94,11.14
331.17,Basalte,8.98,223.03,740.01,12.36,0.0
14.25,Calcaire,5.86,39.24,513.75,18.69,0.0
464.48,Gabbro,5.57,241.37,71.9,19.75,17.43
42.48,Granit,7.06,263.21,440.15,19.32,3.65
189.73,Schiste,8.26,428.79,708.9,22.95,6.64
207.33,Gabbro,5.37,368.85,58.1,5.88,15.68
10.66,Calcaire,7.69,48.86,59.85,34.69,9.33
253.57,Granit,4.78,112.49,370.6,26.49,4.5
378.88,Schiste,8.64,162.82,194.96,17.76,8.96
413.4,Gabbro,4.86,67.04,934.78,10.74,0.0
440.9,Schiste,8.61,233.88,581.34,7.41,2.37
248.98,Basalte,6.71,492.31,287.33,25.17,18.3
319.01,Calcaire,6.52,262.16,704.78,14.51,1.66
48.96,Gabbro,8.88,373.52,374.93,11.88,8.79
249.14,Gabbro,8.96,344.64,132.12,16.4,16.07
85.86,Granit,7.43,426.46,237.23,22.79,13.59
191.13,Granit,5.07,115.7,642.75,25.15,0.0
171.36,Granit,6.78,379.37,51.88,24.36,17.9
217.53,Schiste,6.88,441.86,272.69,30.9,17.55
290.1,Calcaire,6.82,94.04,208.31,11.56,6.28
452.41,Schiste,7.06,179.93,201.14,24.1,11.77
203.3,Calcaire,4.58,485.35,682.76,8.03,6.97
490.75,Gabbro,7.7,392.59,825.82,21.44,7.19
381.92,Schiste,7.71,148.47,715.87,22.52,0.0
260.63,Schiste,5.02,286.33,645.73,11.49,1.39
325.57,Schiste,7.07,208.12,916.45,16.75,0.0
60.09,Basalte,7.06,250.08,58.39,29.82,14.34
423.82,Calcaire,7.57,184.03,167.48,9.45,10.25
295.36,Calcaire,4.88,146.87,414.41,18.04,5.12
493.17,Schiste,7.32,340.63,372.45,32.98,15.7
321.85,Basalte,5.76,391.49,418.05,20.12,12.65
418.71,Schiste,6.78,438.24,206.45,26.75,19.81
401.88,Calcaire,7.98,86.11,149.5,29.81,11.95
179.28,Gabbro,7.68,413.2,509.19,11.11,9.1
137.21,Basalte,5.04,134.85,928.05,11.55,0.0
220.94,Basalte,7.16,219.39,391.97,27.76,8.1
238.95,Schiste,8.86,451.71,43.35,27.6,21.05
127.64,Gabbro,5.21,232.71,706.17,6.81,0.0
448.35,Calcaire,8.34,106.56,291.1,14.67,6.64
275.85,Granit,7.66,88.34,245.1,16.96,4.04
489.44,Calcaire,7.98,241.76,324.26,29.87,13.44
406.91,Calcaire,5.77,383.71,723.82,17.66,6.46
282.3,Gabbro,5.8,498.63,818.82,32.78,10.29
474.05,Basalte,8.58,395.83,588.06,34.9,13.47
257.39,Calcaire,6.12,439.74,322.48,28.42,17.09
444.68,Basalte,4.78,376.44,310.48,24.99,16.29
185.49,Gabbro,7.2,448.76,124.31,16.76,18.69
195.53,Gabbro,5.06,47.38,933.3,7.01,0.0
214.88,Schiste,8.08,465.67,638.14,22.19,9.01
277.85,Granit,7.39,204.24,26.97,15.85,12.08
281.21,Gabbro,8.44,461.59,662.37,15.53,8.75
253.24,Gabbro,8.03,47.11,447.15,25.63,2.97
159.94,Basalte,5.0,360.47,972.56,18.91,0.0
464.33,Gabbro,6.21,370.49,819.07,27.56,7.23
298.41,Calcaire,7.99,498.49,171.32,16.95,20.3
209.79,Schiste,6.38,386.74,720.11,9.53,2.84
329.08,Schiste,8.88,197.46,485.57,18.84,4.35
386.3,Calcaire,7.81,283.05,187.05,33.53,17.72
480.76,Gabbro,4.57,189.61,698.74,29.05,4.97
254.78,Granit,8.46,106.05,547.39,11.17,0.0
64.93,Gabbro,4.95,131.77,30.37,16.74,10.45
225.98,Schiste,5.13,118.79,646.59,32.83,0.95
244.7,Granit,7.81,278.92,634.99,8.71,0.5
449.53,Basalte,8.39,454.02,144.09,12.62,19.37
203.45,Basalte,6.91,457.24,348.99,12.87,12.82
477.13,Gabbro,5.8,36.83,585.9,22.13,1.54
247.71,Gabbro,6.08,49.15,138.78,17.32,7.02
487.15,Granit,6.04,130.11,852.72,7.4,0.0
14.02,Granit,5.97,134.98,27.49,23.88,9.41
450.42,Gabbro,5.59,56.5,102.84,7.97,8.48
466.25,Schiste,7.24,200.35,116.11,23.19,14.32
480.9,Basalte,8.55,297.99,528.11,20.21,9.0
16.41,Granit,5.88,293.3,620.11,19.81,0.91
94.13,Schiste,5.34,276.28,403.74,7.02,3.7
330.34,Gabbro,8.27,175.95,288.67,24.18,10.38
22.48,Calcaire,7.84,356.16,809.32,17.94,0.24
41.17,Granit,8.69,414.98,68.29,17.33,15.64
118.33,Calcaire,5.24,179.67,280.29,22.89,7.68
261.1,Schiste,5.15,51.91,39.12,23.19,9.72
277.49,Basalte,6.94,155.2,13.89,5.45,10.07
26.79,Schiste,7.26,77.31,353.38,8.76,0.0
93.48,Basalte,6.66,239.01,194.82,12.1,8.59
254.86,Schiste,7.2,86.41,268.37,25.34,5.49
301.03,Granit,5.31,236.79,820.95,22.3,0.0
82.72,Granit,6.66,118.29,162.98,27.73,7.55
205.43,Calcaire,7.46,371.98,780.23,27.22,5.28
453.16,Schiste,6.45,23.51,675.05,30.6,0.0
499.46,Schiste,7.56,281.83,326.45,16.3,11.26
493.74,Calcaire,6.53,93.05,546.56,15.35,2.22
442.02,Gabbro,6.0,10.49,444.44,29.93,4.47
203.38,Schiste,5.87,435.91,128.4,12.13,16.56
346.42,Schiste,6.35,339.05,907.19,18.84,0.73
214.13,Schiste,4.6,58.48,569.62,10.83,0.0
327.78,Gabbro,7.51,335.4,880.24,32.42,4.77
161.62,Granit,8.3,309.71,823.83,17.23,0.0
307.04,Calcaire,6.1,241.94,79.78,11.37,13.57
266.64,Gabbro,4.71,215.44,207.27,25.76,13.12
22.0,Basalte,8.94,444.66,145.26,12.34,14.6
397.44,Basalte,5.69,130.12,830.78,33.31,0.0
15.83,Gabbro,5.07,205.17,862.45,16.03,0.0
153.65,Gabbro,6.16,171.27,527.97,24.94,3.76
12.9,Granit,7.82,387.89,104.18,15.36,13.14
194.34,Basalte,5.82,459.07,135.62,29.22,20.36
40.95,Calcaire,7.09,426.39,813.55,31.91,5.3
457.62,Schiste,6.37,400.87,929.19,28.64,4.85
213.68,Schiste,5.03,493.53,199.48,30.45,20.75
235.15,Granit,5.99,351.6,11.14,8.06,14.9
181.43,Granit,7.76,378.02,330.95,32.72,13.89
317.48,Basalte,7.25,491.57,30.5,23.73,23.52
394.36,Calcaire,5.04,13.43,827.97,31.08,0.0
327.59,Calcaire,5.23,320.68,491.51,25.53,10.13
376.62,Gabbro,7.38,372.1,641.86,11.06,6.62
453.93,Granit,8.16,459.74,411.48,23.29,15.45
433.14,Schiste,6.07,443.08,345.51,7.73,13.06
340.29,Schiste,7.18,422.56,222.2,25.87,18.13
115.17,Basalte,5.27,473.44,770.53,17.27,5.11
322.47,Schiste,5.9,273.32,695.55,9.55,0.55
257.98,Calcaire,4.59,13.39,360.73,34.38,4.8
361.44,Calcaire,7.96,15.42,321.12,32.03,5.77
418.14,Granit,6.3,276.87,1.24,31.81,19.17
373.93,Basalte,8.17,223.28,63.55,28.66,16.8
424.81,Schiste,7.69,231.11,623.26,25.76,5.39
41.29,Granit,8.23,206.2,514.61,24.65,2.05
25.49,Gabbro,5.79,459.69,434.8,8.18,10.19
136.67,Gabbro,5.33,185.99,827.5,32.02,0.0
451.33,Schiste,8.87,429.55,503.9,31.43,14.44
413.59,Schiste,7.73,452.4,384.49,27.44,16.58
344.54,Schiste,8.25,254.76,161.26,32.82,15.59
353.37,Calcaire,4.56,229.0,820.69,21.59,0.67
366.07,Schiste,6.1,382.9,576.25,18.43,8.68
471.88,Gabbro,7.84,356.91,92.46,34.04,23.05
417.77,Schiste,4.85,170.98,648.9,18.92,1.23
315.46,Basalte,7.05,60.25,425.07,24.24,2.6
336.2,Gabbro,6.43,139.78,811.39,16.19,0.0
114.73,Basalte,4.58,74.2,918.91,24.09,0.0
332.09,Gabbro,5.56,154.42,600.47,26.6,4.03
218.09,Granit,5.78,138.29,731.61,23.74,0.0
84.95,Gabbro,5.0,322.48,56.59,20.44,15.86
405.14,Gabbro,7.34,477.7,560.26,14.0,12.14
260.02,Basalte,5.59,346.01,755.34,24.32,4.61
488.94,Basalte,5.75,464.06,496.76,32.25,16.69
148.02,Gabbro,8.54,394.22,593.55,5.21,5.09
245.53,Gabbro,6.6,366.66,898.95,9.02,0.0
229.52,Calcaire,6.26,212.89,198.1,8.59,8.29
69.18,Granit,7.76,169.15,98.25,32.7,10.83
218.8,Granit,8.59,424.68,690.64,24.88,6.65
150.9,Schiste,4.61,453.64,822.85,33.55,6.32
88.56,Gabbro,6.52,231.42,850.49,22.48,0.0
148.26,Gabbro,7.25,14.44,641.64,18.85,0.0
124.29,Gabbro,5.93,398.34,833.21,28.77,4.89
369.7,Gabbro,7.98,149.68,700.66,9.83,0.0
25.08,Granit,8.87,14.85,87.38,16.44,2.64
312.56,Basalte,8.75,404.44,762.04,18.99,4.82
382.72,Calcaire,5.7,263.53,179.36,13.95,13.59
245.55,Basalte,5.52,345.75,236.61,16.14,12.84
466.47,Basalte,8.81,458.2,394.65,7.34,13.7
356.86,Granit,6.56,275.18,314.57,10.94,8.23
376.48,Calcaire,5.44,256.57,321.65,15.06,10.72
106.5,Gabbro,7.68,152.42,169.26,28.88,10.28
390.87,Granit,5.78,159.54,293.87,10.47,5.72
417.73,Granit,5.7,400.31,19.66,15.4,20.05
187.02,Calcaire,8.46,230.02,472.91,6.95,2.86
114.55,Schiste,5.23,90.13,768.59,21.71,0.0
198.67,Granit,4.79,56.32,862.25,23.34,0.0
372.41,Basalte,5.71,241.73,820.43,30.97,2.68
214.64,Basalte,7.23,237.83,416.46,29.57,8.1
370.96,Gabbro,5.05,330.19,730.43,13.56,4.06
65.65,Granit,6.62,240.82,287.89,9.11,4.14
404.95,Gabbro,7.32,80.3,55.56,9.68,9.65
134.07,Granit,8.32,258.82,675.97,34.07,3.18
131.98,Calcaire,5.53,454.33,648.8,25.2,9.7
299.29,Granit,8.18,88.13,801.63,6.28,0.0
44.36,Schiste,5.56,347.98,616.11,9.1,1.25
22.89,Basalte,7.55,300.99,156.89,19.57,11.36
137.9,Calcaire,6.44,376.81,853.16,11.23,0.0
273.65,Basalte,5.02,83.79,627.25,29.11,0.26
454.73,Gabbro,7.71,471.39,807.61,22.2,9.69
424.75,Calcaire,5.48,314.27,774.11,23.38,5.21
250.32,Schiste,5.29,425.06,297.86,18.88,14.0
28.16,Basalte,6.11,130.84,74.55,12.68,6.51
272.27,Granit,7.44,372.31,176.5,22.68,15.44
355.35,Granit,5.55,392.71,92.86,26.51,19.32
176.19,Granit,5.33,204.74,243.41,16.13,7.42
64.42,Calcaire,4.54,198.14,459.53,20.15,3.41
146.5,Schiste,6.62,332.32,906.81,30.19,0.97
388.08,Schiste,6.43,55.77,872.02,9.46,0.0
182.11,Schiste,5.55,370.46,718.6,21.36,3.74
407.87,Basalte,4.74,31.01,24.11,15.45,9.05
166.57,Calcaire,6.43,103.39,341.39,26.08,4.86
90.14,Granit,8.05,335.43,682.35,5.56,0.0
223.57,Basalte,7.72,58.18,129.03,25.11,8.1
231.61,Schiste,8.37,486.2,801.09,8.09,3.75
17.89,Granit,4.54,435.51,914.57,6.94,0.0
67.35,Calcaire,8.85,316.89,354.1,26.74,10.71
100.61,Gabbro,6.04,411.34,705.84,24.21,6.74
65.66,Schiste,8.96,444.91,148.2,31.85,17.98
177.35,Schiste,5.64,137.14,690.82,20.59,0.0
482.67,Schiste,6.62,426.21,21.46,20.9,22.03
259.52,Schiste,6.09,105.45,150.77,26.21,9.22
317.5,Granit,6.1,212.54,709.88,14.7,0.0
184.63,Calcaire,8.29,283.55,711.85,6.11,0.0
168.51,Basalte,7.86,359.81,641.16,11.9,3.34
21.34,Granit,8.96,24.77,477.36,12.14,0.0
255.16,Calcaire,7.26,152.35,674.91,15.07,0.0
246.97,Basalte,6.58,308.17,773.8,33.3,4.25
87.34,Schiste,4.91,185.11,966.48,29.15,0.0
384.52,Calcaire,8.98,389.76,888.64,33.08,6.3
251.41,Schiste,6.98,329.31,794.53,34.96,4.85
176.11,Calcaire,7.65,124.86,694.76,18.01,0.0
81.99,Gabbro,6.33,81.51,574.16,11.81,0.0
280.56,Schiste,6.96,318.23,120.61,21.8,15.47
378.88,Schiste,8.74,230.73,165.56,31.43,14.33
148.18,Schiste,5.25,92.79,820.28,18.97,0.0
117.21,Granit,5.82,169.92,803.31,20.16,0.0
265.75,Basalte,5.18,158.49,614.46,9.03,0.0
86.12,Schiste,8.06,62.98,438.84,17.61,0.0
336.64,Schiste,4.78,277.99,26.03,16.61,16.13
306.62,Granit,4.87,384.19,327.18,15.55,12.21
52.67,Granit,5.84,291.98,420.64,31.62,7.68
27.89,Gabbro,6.81,414.88,485.82,6.78,6.82
313.94,Calcaire,6.33,72.51,929.32,34.16,0.0
154.2,Schiste,4.7,223.45,108.71,5.25,8.41
52.36,Calcaire,8.81,308.61,518.87,33.37,8.43
382.12,Granit,8.79,341.24,367.92,21.44,11.15
163.88,Granit,5.76,350.94,990.1,26.07,0.0
235.2,Gabbro,7.79,367.19,861.86,10.61,0.68
126.04,Basalte,7.1,329.2,438.79,24.63,9.17
317.39,Granit,5.57,56.17,999.7,31.46,0.0
157.73,Schiste,5.68,350.7,514.06,9.18,5.33
484.33,Gabbro,6.71,365.14,167.12,8.81,16.71
354.44,Basalte,6.39,496.81,555.87,14.12,11.45
76.99,Gabbro,5.81,349.75,226.21,9.85,11.9
214.18,Granit,8.13,346.55,636.31,8.32,2.06
198.86,Basalte,6.67,262.26,937.44,25.35,0.0
271.78,Calcaire,7.45,435.28,786.2,11.41,4.39
422.55,Basalte,5.35,498.45,273.16,25.01,20.03
295.88,Schiste,6.9,391.73,296.86,30.86,15.56
40.16,Calcaire,5.93,310.13,69.29,24.56,15.0
331.15,Calcaire,6.87,48.69,285.87,8.58,2.58
14.05,Schiste,8.01,366.1,92.62,22.21,14.77
392.18,Calcaire,7.96,357.2,499.45,16.81,10.4
336.65,Granit,6.09,390.03,708.35,15.3,4.36
161.3,Basalte,7.62,71.03,751.18,14.56,0.0
153.3,Basalte,8.74,330.33,59.53,32.88,18.42
401.15,Schiste,7.32,154.9,339.96,27.28,8.81
393.83,Granit,5.17,382.53,288.17,9.02,12.57
182.63,Calcaire,7.56,127.78,104.3,19.28,9.93
156.48,Basalte,4.97,345.15,362.47,14.55,9.88
284.31,Basalte,8.42,154.55,299.32,34.34,9.5
14.1,Basalte,6.82,14.41,634.5,34.34,0.0
50.51,Basalte,6.23,320.35,883.3,14.59,0.0
71.82,Gabbro,4.76,65.5,454.84,15.56,0.0
100.85,Schiste,6.21,333.05,746.67,22.98,2.06
260.89,Calcaire,8.56,463.55,146.01,19.38,19.37
496.2,Calcaire,4.59,484.93,894.97,11.39,6.25
329.78,Schiste,6.64,125.6,152.59,24.81,10.0
40.04,Granit,8.69,406.53,192.1,15.02,12.03
267.53,Schiste,6.28,183.24,106.46,24.61,11.88
253.36,Basalte,6.43,451.22,309.68,16.51,14.9
80.64,Basalte,7.1,395.87,552.41,26.01,8.63
